Hospital-Standards-SE29-Staff Competency-Staffing levels are appropriate to service demand.,,Hospital-Standards-SE29-Staff Competency-29.4.1.3,15 Hospital-Standards-SE29-Staff Competency-29.4.1.3,Staffing levels are appropriate to service demand.,Staffing levels are appropriate to service demand.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE29-Monitoring and Evaluation-The organisation monitors the quality and outcomes of maintenance services.,,Hospital-Standards-SE29-Monitoring and Evaluation-29.5.1.1,16 Hospital-Standards-SE29-Monitoring and Evaluation-29.5.1.1,The organisation monitors the quality and outcomes of maintenance services.,The organisation monitors the quality and outcomes of maintenance services.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE29-Monitoring and Evaluation-Monitoring includes audits, performance indicators and feedback.",,Hospital-Standards-SE29-Monitoring and Evaluation-29.5.1.2,17 Hospital-Standards-SE29-Monitoring and Evaluation-29.5.1.2,"Monitoring includes audits, performance indicators and feedback.","Monitoring includes audits, performance indicators and feedback.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE29-Monitoring and Evaluation-Evaluation results are used to improve service delivery.,,Hospital-Standards-SE29-Monitoring and Evaluation-29.5.1.3,18 Hospital-Standards-SE29-Monitoring and Evaluation-29.5.1.3,Evaluation results are used to improve service delivery.,Evaluation results are used to improve service delivery.,TRACKER,TEXT,COUNT,,,,,,optionSet
,,,,,,,,,,,,,,optionSet
Hospital-Standards-SE30-Organisation of Resuscitation Services-The organisation defines the scope of resuscitation services it provides.,,Hospital-Standards-SE30-Organisation of Resuscitation Services-30.1.1.1,1 Hospital-Standards-SE30-Organisation of Resuscitation Services-30.1.1.1,The organisation defines the scope of resuscitation services it provides.,The organisation defines the scope of resuscitation services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Organisation of Resuscitation Services-Resuscitation services are coordinated across departments and units.,,Hospital-Standards-SE30-Organisation of Resuscitation Services-30.1.1.2,2 Hospital-Standards-SE30-Organisation of Resuscitation Services-30.1.1.2,Resuscitation services are coordinated across departments and units.,Resuscitation services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Organisation of Resuscitation Services-Services are provided by qualified and competent personnel.,,Hospital-Standards-SE30-Organisation of Resuscitation Services-30.1.1.3,3 Hospital-Standards-SE30-Organisation of Resuscitation Services-30.1.1.3,Services are provided by qualified and competent personnel.,Services are provided by qualified and competent personnel.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Organisation of Resuscitation Services-Services are based on evidence-based guidelines and protocols.,,Hospital-Standards-SE30-Organisation of Resuscitation Services-30.1.1.4,4 Hospital-Standards-SE30-Organisation of Resuscitation Services-30.1.1.4,Services are based on evidence-based guidelines and protocols.,Services are based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Organisation of Resuscitation Services-Services are documented and monitored for effectiveness.,,Hospital-Standards-SE30-Organisation of Resuscitation Services-30.1.1.5,5 Hospital-Standards-SE30-Organisation of Resuscitation Services-30.1.1.5,Services are documented and monitored for effectiveness.,Services are documented and monitored for effectiveness.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE30-Equipment and Environment-Resuscitation equipment is appropriate, functional and maintained regularly.",,Hospital-Standards-SE30-Equipment and Environment-30.2.1.1,6 Hospital-Standards-SE30-Equipment and Environment-30.2.1.1,"Resuscitation equipment is appropriate, functional and maintained regularly.","Resuscitation equipment is appropriate, functional and maintained regularly.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Equipment and Environment-The environment supports safe and effective resuscitation.,,Hospital-Standards-SE30-Equipment and Environment-30.2.1.2,7 Hospital-Standards-SE30-Equipment and Environment-30.2.1.2,The environment supports safe and effective resuscitation.,The environment supports safe and effective resuscitation.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Equipment and Environment-Facilities comply with national and international safety standards.,,Hospital-Standards-SE30-Equipment and Environment-30.2.1.3,8 Hospital-Standards-SE30-Equipment and Environment-30.2.1.3,Facilities comply with national and international safety standards.,Facilities comply with national and international safety standards.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Procedures and Protocols-Standard operating procedures are followed for resuscitation.,,Hospital-Standards-SE30-Procedures and Protocols-30.3.1.1,9 Hospital-Standards-SE30-Procedures and Protocols-30.3.1.1,Standard operating procedures are followed for resuscitation.,Standard operating procedures are followed for resuscitation.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Procedures and Protocols-Resuscitation protocols are accessible and implemented consistently.,,Hospital-Standards-SE30-Procedures and Protocols-30.3.1.2,10 Hospital-Standards-SE30-Procedures and Protocols-30.3.1.2,Resuscitation protocols are accessible and implemented consistently.,Resuscitation protocols are accessible and implemented consistently.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Procedures and Protocols-Documentation of resuscitation events is complete and timely.,,Hospital-Standards-SE30-Procedures and Protocols-30.3.1.3,11 Hospital-Standards-SE30-Procedures and Protocols-30.3.1.3,Documentation of resuscitation events is complete and timely.,Documentation of resuscitation events is complete and timely.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Staff Competency-Staff have competencies in resuscitation techniques and emergency response.,,Hospital-Standards-SE30-Staff Competency-30.4.1.1,12 Hospital-Standards-SE30-Staff Competency-30.4.1.1,Staff have competencies in resuscitation techniques and emergency response.,Staff have competencies in resuscitation techniques and emergency response.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Staff Competency-Staff competencies are assessed and updated regularly.,,Hospital-Standards-SE30-Staff Competency-30.4.1.2,13 Hospital-Standards-SE30-Staff Competency-30.4.1.2,Staff competencies are assessed and updated regularly.,Staff competencies are assessed and updated regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Staff Competency-Staffing levels are appropriate to service demand.,,Hospital-Standards-SE30-Staff Competency-30.4.1.3,14 Hospital-Standards-SE30-Staff Competency-30.4.1.3,Staffing levels are appropriate to service demand.,Staffing levels are appropriate to service demand.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Monitoring and Evaluation-The organisation monitors the quality and outcomes of resuscitation services.,,Hospital-Standards-SE30-Monitoring and Evaluation-30.5.1.1,15 Hospital-Standards-SE30-Monitoring and Evaluation-30.5.1.1,The organisation monitors the quality and outcomes of resuscitation services.,The organisation monitors the quality and outcomes of resuscitation services.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE30-Monitoring and Evaluation-Monitoring includes audits, performance indicators and feedback.",,Hospital-Standards-SE30-Monitoring and Evaluation-30.5.1.2,16 Hospital-Standards-SE30-Monitoring and Evaluation-30.5.1.2,"Monitoring includes audits, performance indicators and feedback.","Monitoring includes audits, performance indicators and feedback.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE30-Monitoring and Evaluation-Evaluation results are used to improve service delivery.,,Hospital-Standards-SE30-Monitoring and Evaluation-30.5.1.3,17 Hospital-Standards-SE30-Monitoring and Evaluation-30.5.1.3,Evaluation results are used to improve service delivery.,Evaluation results are used to improve service delivery.,TRACKER,TEXT,COUNT,,,,,,optionSet
,,,,,,,,,,,,,,optionSet
Hospital-Standards-SE31-Organisation of Equipment Services-The organisation defines the scope of medical equipment management services it provides.,,Hospital-Standards-SE31-Organisation of Equipment Services-31.1.1.1,1 Hospital-Standards-SE31-Organisation of Equipment Services-31.1.1.1,The organisation defines the scope of medical equipment management services it provides.,The organisation defines the scope of medical equipment management services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Organisation of Equipment Services-Services are coordinated across departments and units.,,Hospital-Standards-SE31-Organisation of Equipment Services-31.1.1.2,2 Hospital-Standards-SE31-Organisation of Equipment Services-31.1.1.2,Services are coordinated across departments and units.,Services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Organisation of Equipment Services-Services are provided by qualified and competent personnel.,,Hospital-Standards-SE31-Organisation of Equipment Services-31.1.1.3,3 Hospital-Standards-SE31-Organisation of Equipment Services-31.1.1.3,Services are provided by qualified and competent personnel.,Services are provided by qualified and competent personnel.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Organisation of Equipment Services-Services are based on evidence-based guidelines and protocols.,,Hospital-Standards-SE31-Organisation of Equipment Services-31.1.1.4,4 Hospital-Standards-SE31-Organisation of Equipment Services-31.1.1.4,Services are based on evidence-based guidelines and protocols.,Services are based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Organisation of Equipment Services-Services are documented and monitored for effectiveness.,,Hospital-Standards-SE31-Organisation of Equipment Services-31.1.1.5,5 Hospital-Standards-SE31-Organisation of Equipment Services-31.1.1.5,Services are documented and monitored for effectiveness.,Services are documented and monitored for effectiveness.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Equipment Inventory and Tracking-The organisation maintains an up-to-date inventory of medical equipment.,,Hospital-Standards-SE31-Equipment Inventory and Tracking-31.2.1.1,6 Hospital-Standards-SE31-Equipment Inventory and Tracking-31.2.1.1,The organisation maintains an up-to-date inventory of medical equipment.,The organisation maintains an up-to-date inventory of medical equipment.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Equipment Inventory and Tracking-Equipment is tagged and tracked throughout its lifecycle.,,Hospital-Standards-SE31-Equipment Inventory and Tracking-31.2.1.2,7 Hospital-Standards-SE31-Equipment Inventory and Tracking-31.2.1.2,Equipment is tagged and tracked throughout its lifecycle.,Equipment is tagged and tracked throughout its lifecycle.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Equipment Inventory and Tracking-Inventory records are reviewed and updated regularly.,,Hospital-Standards-SE31-Equipment Inventory and Tracking-31.2.1.3,8 Hospital-Standards-SE31-Equipment Inventory and Tracking-31.2.1.3,Inventory records are reviewed and updated regularly.,Inventory records are reviewed and updated regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Maintenance and Calibration-Preventive maintenance schedules are established and followed.,,Hospital-Standards-SE31-Maintenance and Calibration-31.3.1.1,9 Hospital-Standards-SE31-Maintenance and Calibration-31.3.1.1,Preventive maintenance schedules are established and followed.,Preventive maintenance schedules are established and followed.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Maintenance and Calibration-Equipment is calibrated according to manufacturer and regulatory standards.,,Hospital-Standards-SE31-Maintenance and Calibration-31.3.1.2,10 Hospital-Standards-SE31-Maintenance and Calibration-31.3.1.2,Equipment is calibrated according to manufacturer and regulatory standards.,Equipment is calibrated according to manufacturer and regulatory standards.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Maintenance and Calibration-Repairs are carried out promptly and documented.,,Hospital-Standards-SE31-Maintenance and Calibration-31.3.1.3,11 Hospital-Standards-SE31-Maintenance and Calibration-31.3.1.3,Repairs are carried out promptly and documented.,Repairs are carried out promptly and documented.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Maintenance and Calibration-Maintenance records are maintained and reviewed regularly.,,Hospital-Standards-SE31-Maintenance and Calibration-31.3.1.4,12 Hospital-Standards-SE31-Maintenance and Calibration-31.3.1.4,Maintenance records are maintained and reviewed regularly.,Maintenance records are maintained and reviewed regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Safety and Compliance-Equipment management complies with safety regulations and standards.,,Hospital-Standards-SE31-Safety and Compliance-31.4.1.1,13 Hospital-Standards-SE31-Safety and Compliance-31.4.1.1,Equipment management complies with safety regulations and standards.,Equipment management complies with safety regulations and standards.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Safety and Compliance-Staff are trained in safe equipment handling and maintenance practices.,,Hospital-Standards-SE31-Safety and Compliance-31.4.1.2,14 Hospital-Standards-SE31-Safety and Compliance-31.4.1.2,Staff are trained in safe equipment handling and maintenance practices.,Staff are trained in safe equipment handling and maintenance practices.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Safety and Compliance-Hazardous equipment is handled and disposed of safely.,,Hospital-Standards-SE31-Safety and Compliance-31.4.1.3,15 Hospital-Standards-SE31-Safety and Compliance-31.4.1.3,Hazardous equipment is handled and disposed of safely.,Hazardous equipment is handled and disposed of safely.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Staff Competency-Staff have competencies in equipment management practices.,,Hospital-Standards-SE31-Staff Competency-31.5.1.1,16 Hospital-Standards-SE31-Staff Competency-31.5.1.1,Staff have competencies in equipment management practices.,Staff have competencies in equipment management practices.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Staff Competency-Staff competencies are assessed and updated regularly.,,Hospital-Standards-SE31-Staff Competency-31.5.1.2,17 Hospital-Standards-SE31-Staff Competency-31.5.1.2,Staff competencies are assessed and updated regularly.,Staff competencies are assessed and updated regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Staff Competency-Staffing levels are appropriate to service demand.,,Hospital-Standards-SE31-Staff Competency-31.5.1.3,18 Hospital-Standards-SE31-Staff Competency-31.5.1.3,Staffing levels are appropriate to service demand.,Staffing levels are appropriate to service demand.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Monitoring and Evaluation-The organisation monitors the quality and outcomes of equipment management services.,,Hospital-Standards-SE31-Monitoring and Evaluation-31.6.1.1,19 Hospital-Standards-SE31-Monitoring and Evaluation-31.6.1.1,The organisation monitors the quality and outcomes of equipment management services.,The organisation monitors the quality and outcomes of equipment management services.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE31-Monitoring and Evaluation-Monitoring includes audits, performance indicators and feedback.",,Hospital-Standards-SE31-Monitoring and Evaluation-31.6.1.2,20 Hospital-Standards-SE31-Monitoring and Evaluation-31.6.1.2,"Monitoring includes audits, performance indicators and feedback.","Monitoring includes audits, performance indicators and feedback.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE31-Monitoring and Evaluation-Evaluation results are used to improve service delivery.,,Hospital-Standards-SE31-Monitoring and Evaluation-31.6.1.3,21 Hospital-Standards-SE31-Monitoring and Evaluation-31.6.1.3,Evaluation results are used to improve service delivery.,Evaluation results are used to improve service,,,,,,,,,optionSet
,,,,,,,,,,,,,,optionSet
Hospital-Standards-SE32-Organisation of Physiotherapy Services-The organisation defines the scope of physiotherapy services it provides.,,Hospital-Standards-SE32-Organisation of Physiotherapy Services-32.1.1.1,1 Hospital-Standards-SE32-Organisation of Physiotherapy Services-32.1.1.1,The organisation defines the scope of physiotherapy services it provides.,The organisation defines the scope of physiotherapy services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Organisation of Physiotherapy Services-Services are coordinated across departments and units.,,Hospital-Standards-SE32-Organisation of Physiotherapy Services-32.1.1.2,2 Hospital-Standards-SE32-Organisation of Physiotherapy Services-32.1.1.2,Services are coordinated across departments and units.,Services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Organisation of Physiotherapy Services-Services are provided by qualified and competent physiotherapists.,,Hospital-Standards-SE32-Organisation of Physiotherapy Services-32.1.1.3,3 Hospital-Standards-SE32-Organisation of Physiotherapy Services-32.1.1.3,Services are provided by qualified and competent physiotherapists.,Services are provided by qualified and competent physiotherapists.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Organisation of Physiotherapy Services-Services are based on evidence-based guidelines and protocols.,,Hospital-Standards-SE32-Organisation of Physiotherapy Services-32.1.1.4,4 Hospital-Standards-SE32-Organisation of Physiotherapy Services-32.1.1.4,Services are based on evidence-based guidelines and protocols.,Services are based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Organisation of Physiotherapy Services-Services are documented and monitored for effectiveness.,,Hospital-Standards-SE32-Organisation of Physiotherapy Services-32.1.1.5,5 Hospital-Standards-SE32-Organisation of Physiotherapy Services-32.1.1.5,Services are documented and monitored for effectiveness.,Services are documented and monitored for effectiveness.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Patient Assessment and Planning-Patients receive a comprehensive physiotherapy assessment.,,Hospital-Standards-SE32-Patient Assessment and Planning-32.2.1.1,6 Hospital-Standards-SE32-Patient Assessment and Planning-32.2.1.1,Patients receive a comprehensive physiotherapy assessment.,Patients receive a comprehensive physiotherapy assessment.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE32-Patient Assessment and Planning-Assessment includes history, physical examination and functional evaluation.",,Hospital-Standards-SE32-Patient Assessment and Planning-32.2.1.2,7 Hospital-Standards-SE32-Patient Assessment and Planning-32.2.1.2,"Assessment includes history, physical examination and functional evaluation.","Assessment includes history, physical examination and functional evaluation.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Patient Assessment and Planning-A treatment plan is developed based on assessment findings.,,Hospital-Standards-SE32-Patient Assessment and Planning-32.2.1.3,8 Hospital-Standards-SE32-Patient Assessment and Planning-32.2.1.3,A treatment plan is developed based on assessment findings.,A treatment plan is developed based on assessment findings.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Patient Assessment and Planning-Treatment goals and interventions are documented and reviewed regularly.,,Hospital-Standards-SE32-Patient Assessment and Planning-32.2.1.4,9 Hospital-Standards-SE32-Patient Assessment and Planning-32.2.1.4,Treatment goals and interventions are documented and reviewed regularly.,Treatment goals and interventions are documented and reviewed regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Implementation of Care-Physiotherapy care is delivered according to the treatment plan.,,Hospital-Standards-SE32-Implementation of Care-32.3.1.1,10 Hospital-Standards-SE32-Implementation of Care-32.3.1.1,Physiotherapy care is delivered according to the treatment plan.,Physiotherapy care is delivered according to the treatment plan.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Implementation of Care-Care is documented in the patient’s medical record.,,Hospital-Standards-SE32-Implementation of Care-32.3.1.2,11 Hospital-Standards-SE32-Implementation of Care-32.3.1.2,Care is documented in the patient’s medical record.,Care is documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Implementation of Care-Changes in the patient’s condition are communicated and addressed promptly.,,Hospital-Standards-SE32-Implementation of Care-32.3.1.3,12 Hospital-Standards-SE32-Implementation of Care-32.3.1.3,Changes in the patient’s condition are communicated and addressed promptly.,Changes in the patient’s condition are communicated and addressed promptly.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE32-Equipment and Environment-Physiotherapy equipment is appropriate, functional and maintained regularly.",,Hospital-Standards-SE32-Equipment and Environment-32.4.1.1,13 Hospital-Standards-SE32-Equipment and Environment-32.4.1.1,"Physiotherapy equipment is appropriate, functional and maintained regularly.","Physiotherapy equipment is appropriate, functional and maintained regularly.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Equipment and Environment-The environment supports safe and effective physiotherapy care.,,Hospital-Standards-SE32-Equipment and Environment-32.4.1.2,14 Hospital-Standards-SE32-Equipment and Environment-32.4.1.2,The environment supports safe and effective physiotherapy care.,The environment supports safe and effective physiotherapy care.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Equipment and Environment-Facilities comply with national and international safety standards.,,Hospital-Standards-SE32-Equipment and Environment-32.4.1.3,15 Hospital-Standards-SE32-Equipment and Environment-32.4.1.3,Facilities comply with national and international safety standards.,Facilities comply with national and international safety standards.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Staff Competency-Staff have competencies in physiotherapy practices.,,Hospital-Standards-SE32-Staff Competency-32.5.1.1,16 Hospital-Standards-SE32-Staff Competency-32.5.1.1,Staff have competencies in physiotherapy practices.,Staff have competencies in physiotherapy practices.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Staff Competency-Staff competencies are assessed and updated regularly.,,Hospital-Standards-SE32-Staff Competency-32.5.1.2,17 Hospital-Standards-SE32-Staff Competency-32.5.1.2,Staff competencies are assessed and updated regularly.,Staff competencies are assessed and updated regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Staff Competency-Staffing levels are appropriate to service demand.,,Hospital-Standards-SE32-Staff Competency-32.5.1.3,18 Hospital-Standards-SE32-Staff Competency-32.5.1.3,Staffing levels are appropriate to service demand.,Staffing levels are appropriate to service demand.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Monitoring and Evaluation-The organisation monitors the quality and outcomes of physiotherapy services.,,Hospital-Standards-SE32-Monitoring and Evaluation-32.6.1.1,19 Hospital-Standards-SE32-Monitoring and Evaluation-32.6.1.1,The organisation monitors the quality and outcomes of physiotherapy services.,The organisation monitors the quality and outcomes of physiotherapy services.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE32-Monitoring and Evaluation-Monitoring includes audits, performance indicators and feedback.",,Hospital-Standards-SE32-Monitoring and Evaluation-32.6.1.2,20 Hospital-Standards-SE32-Monitoring and Evaluation-32.6.1.2,"Monitoring includes audits, performance indicators and feedback.","Monitoring includes audits, performance indicators and feedback.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE32-Monitoring and Evaluation-Evaluation results are used to improve service delivery.,,Hospital-Standards-SE32-Monitoring and Evaluation-32.6.1.3,21 Hospital-Standards-SE32-M,,,,,,,,,,,optionSet
,,,,,,,,,,,,,,optionSet
Hospital-Standards-SE33-Organisation of Occupational Therapy Services-The organisation defines the scope of occupational therapy services it provides.,,Hospital-Standards-SE33-Organisation of Occupational Therapy Services-33.1.1.1,1 Hospital-Standards-SE33-Organisation of Occupational Therapy Services-33.1.1.1,The organisation defines the scope of occupational therapy services it provides.,The organisation defines the scope of occupational therapy services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Organisation of Occupational Therapy Services-Services are coordinated across departments and units.,,Hospital-Standards-SE33-Organisation of Occupational Therapy Services-33.1.1.2,2 Hospital-Standards-SE33-Organisation of Occupational Therapy Services-33.1.1.2,Services are coordinated across departments and units.,Services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Organisation of Occupational Therapy Services-Services are provided by qualified and competent occupational therapists.,,Hospital-Standards-SE33-Organisation of Occupational Therapy Services-33.1.1.3,3 Hospital-Standards-SE33-Organisation of Occupational Therapy Services-33.1.1.3,Services are provided by qualified and competent occupational therapists.,Services are provided by qualified and competent occupational therapists.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Organisation of Occupational Therapy Services-Services are based on evidence-based guidelines and protocols.,,Hospital-Standards-SE33-Organisation of Occupational Therapy Services-33.1.1.4,4 Hospital-Standards-SE33-Organisation of Occupational Therapy Services-33.1.1.4,Services are based on evidence-based guidelines and protocols.,Services are based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Organisation of Occupational Therapy Services-Services are documented and monitored for effectiveness.,,Hospital-Standards-SE33-Organisation of Occupational Therapy Services-33.1.1.5,5 Hospital-Standards-SE33-Organisation of Occupational Therapy Services-33.1.1.5,Services are documented and monitored for effectiveness.,Services are documented and monitored for effectiveness.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Patient Assessment and Planning-Patients receive a comprehensive occupational therapy assessment.,,Hospital-Standards-SE33-Patient Assessment and Planning-33.2.1.1,6 Hospital-Standards-SE33-Patient Assessment and Planning-33.2.1.1,Patients receive a comprehensive occupational therapy assessment.,Patients receive a comprehensive occupational therapy assessment.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE33-Patient Assessment and Planning-Assessment includes history, functional evaluation and environmental factors.",,Hospital-Standards-SE33-Patient Assessment and Planning-33.2.1.2,7 Hospital-Standards-SE33-Patient Assessment and Planning-33.2.1.2,"Assessment includes history, functional evaluation and environmental factors.","Assessment includes history, functional evaluation and environmental factors.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Patient Assessment and Planning-A treatment plan is developed based on assessment findings.,,Hospital-Standards-SE33-Patient Assessment and Planning-33.2.1.3,8 Hospital-Standards-SE33-Patient Assessment and Planning-33.2.1.3,A treatment plan is developed based on assessment findings.,A treatment plan is developed based on assessment findings.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Patient Assessment and Planning-Treatment goals and interventions are documented and reviewed regularly.,,Hospital-Standards-SE33-Patient Assessment and Planning-33.2.1.4,9 Hospital-Standards-SE33-Patient Assessment and Planning-33.2.1.4,Treatment goals and interventions are documented and reviewed regularly.,Treatment goals and interventions are documented and reviewed regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Implementation of Care-Occupational therapy care is delivered according to the treatment plan.,,Hospital-Standards-SE33-Implementation of Care-33.3.1.1,10 Hospital-Standards-SE33-Implementation of Care-33.3.1.1,Occupational therapy care is delivered according to the treatment plan.,Occupational therapy care is delivered according to the treatment plan.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Implementation of Care-Care is documented in the patient’s medical record.,,Hospital-Standards-SE33-Implementation of Care-33.3.1.2,11 Hospital-Standards-SE33-Implementation of Care-33.3.1.2,Care is documented in the patient’s medical record.,Care is documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Implementation of Care-Changes in the patient’s condition are communicated and addressed promptly.,,Hospital-Standards-SE33-Implementation of Care-33.3.1.3,12 Hospital-Standards-SE33-Implementation of Care-33.3.1.3,Changes in the patient’s condition are communicated and addressed promptly.,Changes in the patient’s condition are communicated and addressed promptly.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE33-Equipment and Environment-Occupational therapy equipment is appropriate, functional and maintained regularly.",,Hospital-Standards-SE33-Equipment and Environment-33.4.1.1,13 Hospital-Standards-SE33-Equipment and Environment-33.4.1.1,"Occupational therapy equipment is appropriate, functional and maintained regularly.","Occupational therapy equipment is appropriate, functional and maintained regularly.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Equipment and Environment-The environment supports safe and effective occupational therapy care.,,Hospital-Standards-SE33-Equipment and Environment-33.4.1.2,14 Hospital-Standards-SE33-Equipment and Environment-33.4.1.2,The environment supports safe and effective occupational therapy care.,The environment supports safe and effective occupational therapy care.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Equipment and Environment-Facilities comply with national and international safety standards.,,Hospital-Standards-SE33-Equipment and Environment-33.4.1.3,15 Hospital-Standards-SE33-Equipment and Environment-33.4.1.3,Facilities comply with national and international safety standards.,Facilities comply with national and international safety standards.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Staff Competency-Staff have competencies in occupational therapy practices.,,Hospital-Standards-SE33-Staff Competency-33.5.1.1,16 Hospital-Standards-SE33-Staff Competency-33.5.1.1,Staff have competencies in occupational therapy practices.,Staff have competencies in occupational therapy practices.,TRACKER,TEXT,COUNT,,,,,,optionSet
